filename,index,quality,bpp_dct,bpp_jpeg,jpeg_quality_used,compression_ratio,sigma_adaptive,psnr_dct,ssim_dct,lpips_dct,kurt_dct,sigma_r_dct,tail_frac_dct,psnr_dncnn_pq,ssim_dncnn_pq,lpips_dncnn_pq,kurt_dncnn_pq,kurt_exc_dncnn_pq,sigma_r_dncnn_pq,skew_dncnn_pq,tail_frac_dncnn_pq,gain_psnr_dncnn_pq,psnr_dncnn_gl,ssim_dncnn_gl,lpips_dncnn_gl,kurt_dncnn_gl,kurt_exc_dncnn_gl,sigma_r_dncnn_gl,skew_dncnn_gl,tail_frac_dncnn_gl,gain_psnr_dncnn_gl,psnr_ffdnet_pq,ssim_ffdnet_pq,lpips_ffdnet_pq,kurt_ffdnet_pq,kurt_exc_ffdnet_pq,sigma_r_ffdnet_pq,skew_ffdnet_pq,tail_frac_ffdnet_pq,gain_psnr_ffdnet_pq,psnr_ffdnet_gl,ssim_ffdnet_gl,lpips_ffdnet_gl,kurt_ffdnet_gl,kurt_exc_ffdnet_gl,sigma_r_ffdnet_gl,skew_ffdnet_gl,tail_frac_ffdnet_gl,gain_psnr_ffdnet_gl,psnr_arcnn_pq,ssim_arcnn_pq,lpips_arcnn_pq,kurt_arcnn_pq,kurt_exc_arcnn_pq,sigma_r_arcnn_pq,skew_arcnn_pq,tail_frac_arcnn_pq,gain_psnr_arcnn_pq,psnr_arcnn_gl,ssim_arcnn_gl,lpips_arcnn_gl,kurt_arcnn_gl,kurt_exc_arcnn_gl,sigma_r_arcnn_gl,skew_arcnn_gl,tail_frac_arcnn_gl,gain_psnr_arcnn_gl
0053.png,32,90,3.0084,3.0493,89,7.9776,0.011608,37.0111,0.978938,,4.366073155012842,2.960106076775829,0.009735107421875,37.011,0.978938,,4.365816340458255,1.365816340458255,2.9601597426409625,0.008560819518055266,0.009735107421875,-0.0001,36.8679,0.979432,,5.10968074495239,2.1096807449523904,3.0148819556515667,-0.07342763279602954,0.0122528076171875,-0.1432,27.6839,0.925527,,5.001830616952547,2.001830616952547,10.22493951307092,-0.4767951302044738,0.014129638671875,-9.3272,27.7749,0.900882,,6.693203107690856,3.693203107690856,10.195267765016139,-0.01423385342227645,0.01910400390625,-9.2362,36.7429,0.979007,,6.964247050157873,3.964247050157873,3.0988105207548635,-0.1369273899416776,0.010406494140625,-0.2682,34.9724,0.974782,,7.3140514032217485,4.3140514032217485,4.078791842572048,-0.11867431035136493,0.0165252685546875,-2.0387
0338.png,33,10,0.1289,0.2151,1,186.2039,0.030277,28.9817,0.765426,,11.893469066325002,7.720513329529384,0.0246429443359375,29.5096,0.77733,,11.277519681683989,8.277519681683989,7.09105934521267,0.17578540132265671,0.024566650390625,0.5279,29.2949,0.770671,,11.29845977977485,8.29845977977485,7.3029820825766585,-0.0019956166459160728,0.024261474609375,0.3132,25.6179,0.756681,,11.758100650940387,8.758100650940387,10.170940854246957,1.5125409067677469,0.0378265380859375,-3.3638,28.7437,0.761587,,10.013696383717948,7.013696383717948,7.77240397574006,-0.9486702011886495,0.0243988037109375,-0.238,29.4354,0.775366,,11.075603221548729,8.075603221548729,7.199455448845204,0.20219483525089724,0.0252838134765625,0.4537,29.2383,0.770875,,11.36654163612862,8.36654163612862,7.411858824231469,0.055651881933892575,0.024688720703125,0.2566
0338.png,33,25,0.267,0.2635,8,89.9036,0.020229,32.5657,0.866214,,12.040881339767296,5.158390217129978,0.0260162353515625,33.1632,0.871659,,10.73696267165176,7.73696267165176,4.6005027138596635,-0.16642786122271125,0.025848388671875,0.5975,32.9155,0.867657,,11.175433770832429,8.175433770832429,4.862279005739727,-0.1526082342056959,0.026275634765625,0.3498,27.2602,0.697543,,9.219574677829243,6.219574677829243,8.701600628456049,-0.6333155567447869,0.0277099609375,-5.3055,31.4372,0.84895,,9.809273384871176,6.809273384871176,5.913555321727927,-1.2913461016016896,0.0278472900390625,-1.1285,32.9758,0.870656,,11.565000210795775,8.565000210795775,4.880383111316583,-0.01468724030165895,0.02642822265625,0.4101,32.9282,0.869849,,11.411363241939057,8.411363241939057,4.909974344470942,-0.048320023934435234,0.02581787109375,0.3625
0338.png,33,50,0.4315,0.4324,29,55.6195,0.014978,34.4092,0.902185,,15.098930872926482,3.819422734493388,0.024383544921875,34.4072,0.902147,,15.071086014780343,12.071086014780343,3.822027095113516,-0.2050143094907443,0.0243377685546875,-0.002,34.7709,0.902148,,12.344910401057398,9.344910401057398,3.5678594375426727,-0.167465769278651,0.0247650146484375,0.3617,30.9899,0.788321,,5.551115354363269,2.5511153543632688,6.505436320734739,1.4821475566468714,0.0089263916015625,-3.4193,32.3299,0.878173,,9.833157927019938,6.833157927019938,5.20613979272919,-1.320023974034656,0.0269775390625,-2.0793,34.8753,0.905243,,12.656730977447813,9.656730977447813,3.5391832921653217,-0.010124835262647807,0.02423095703125,0.4661,34.8302,0.90496,,12.741893055802894,9.741893055802894,3.6127483331931223,-0.0172610266972315,0.0246124267578125,0.421
0338.png,33,75,0.6912,0.6874,66,34.7211,0.010012,36.248,0.924945,,9.534221917822753,2.5531125102980194,0.0231781005859375,36.5532,0.92641,,8.399917754415787,5.399917754415787,2.325116175912639,-0.3757731512482799,0.022247314453125,0.3052,36.3173,0.92247,,8.66292405458832,5.66292405458832,2.5424714919664315,-0.3821837567792899,0.023834228515625,0.0693,30.2202,0.914985,,15.088713783920612,12.088713783920612,4.091118017778556,0.10319096544562673,0.0831451416015625,-6.0278,32.8119,0.891975,,10.246935009593873,7.246935009593873,4.920913522288685,-1.3919652107611764,0.026947021484375,-3.4361,36.3095,0.925903,,11.995231451500288,8.995231451500288,2.5707499333607715,-0.20389050838472675,0.021942138671875,0.0615,36.3043,0.926324,,11.567547737308075,8.567547737308075,2.7019532638499473,-0.22500653248468383,0.024261474609375,0.0563
0338.png,33,90,1.3308,1.3297,88,18.0341,0.006075,38.3129,0.946202,,6.718847090415675,1.549190268235824,0.0170440673828125,38.3129,0.946202,,6.7187431132314215,3.7187431132314215,1.5492014320562162,-0.2506659315890024,0.0170440673828125,0.0,37.9997,0.939511,,7.606158110244256,4.606158110244256,1.7945245364556748,-0.41587012297659837,0.0216522216796875,-0.3132,33.3865,0.901481,,7.92117551053433,4.92117551053433,4.458348037554741,-0.8267259110803157,0.0168914794921875,-4.9264,33.2728,0.901423,,10.56195099610272,7.56195099610272,4.721588667699889,-1.3797543026784664,0.027130126953125,-5.0401,38.2025,0.946391,,13.541799933186313,10.541799933186313,1.6690512821022747,-0.3319511982797238,0.016998291015625,-0.1104,37.8244,0.945319,,17.516770903907723,14.516770903907723,2.0834513404057584,-0.35147132517614166,0.02227783203125,-0.4885
0296.png,34,10,0.3965,0.4078,6,60.525,0.041739,23.7492,0.798059,,5.879557643724457,10.643404368397274,0.015533447265625,24.1855,0.822233,,6.2568948891678255,3.2568948891678255,9.269531232120583,0.022756824571253585,0.015899658203125,0.4363,24.1354,0.814901,,5.9861363397041325,2.9861363397041325,9.464635609661643,0.017258954437572444,0.0149688720703125,0.3862,21.1248,0.729082,,6.648772099494014,3.648772099494014,13.971225114554255,-0.018871508451406227,0.0240631103515625,-2.6244,23.8569,0.811749,,6.006687553747366,3.0066875537473656,10.219515939239882,-0.17089862625785257,0.0165557861328125,0.1077,24.161,0.823146,,6.341301962279366,3.341301962279366,9.387407431278668,0.054468358981939934,0.0161285400390625,0.4118,23.9766,0.80938,,5.861788169200999,2.8617881692009988,9.955811620496805,0.028636023948926424,0.0150146484375,0.2274
0296.png,34,25,0.7542,0.7495,19,31.8207,0.027287,26.415,0.878515,,6.292231996259554,6.958131479571882,0.0157470703125,26.7509,0.891245,,6.699123318652054,3.6991233186520542,6.02926751176535,0.005722370673252943,0.017303466796875,0.3359,26.7065,0.886293,,6.380623419444193,3.380623419444193,6.18823414114246,0.038320927837408106,0.0165557861328125,0.2915,24.3864,0.854316,,7.033079311050421,4.033079311050421,9.6877169087061,-0.23371200021402774,0.0215911865234375,-2.0286,26.0257,0.876415,,6.675704322217757,3.675704322217757,7.66815990203376,-0.08744939464154544,0.018463134765625,-0.3893,26.6523,0.886334,,6.441327094366515,3.441327094366515,6.3696613532043065,0.04138208242904973,0.0159149169921875,0.2373,26.6365,0.885045,,6.48970544384823,3.48970544384823,6.414844533438224,0.04830588029205354,0.01611328125,0.2215
0296.png,34,50,1.1466,1.1487,42,20.9322,0.020212,27.9729,0.91317,,6.339234864608415,5.153962796157037,0.016876220703125,27.9702,0.913159,,6.326513564112015,3.326513564112015,5.1639461731292435,0.020215733313399084,0.0168914794921875,-0.0027,28.1437,0.916708,,6.456981421438829,3.4569814214388286,4.72299562235678,0.06542266201034888,0.016571044921875,0.1708,26.8469,0.907945,,4.072964037763039,1.0729640377630387,7.507568109920671,-0.3966743383058543,0.0077362060546875,-1.126,27.0958,0.902458,,6.54524079505701,3.54524079505701,6.771172630553843,-0.04349763922912281,0.019561767578125,-0.8771,28.148,0.91673,,6.4702542376499546,3.4702542376499546,4.7829764703624225,0.061961528317034845,0.0165252685546875,0.1751,28.1705,0.917038,,6.5888534770233615,3.5888534770233615,4.717389095503925,0.06737149431995008,0.0169830322265625,0.1976
0296.png,34,75,1.6623,1.6503,70,14.4379,0.014597,29.5589,0.937345,,5.864932585751315,3.7222466493217015,0.0155487060546875,29.7692,0.940674,,5.8639800632481425,2.8639800632481425,3.2312197398562135,0.023419281619047654,0.01519775390625,0.2103,29.5808,0.938544,,6.241141883201529,3.2411418832015286,3.659079236253073,0.03796269952971516,0.0169830322265625,0.0219,25.3673,0.909162,,8.22127755446377,5.22127755446377,5.623080405402982,-0.5538029004354502,0.0791473388671875,-4.1916,28.0399,0.920764,,6.78573762096726,3.78573762096726,6.288929865198253,-0.012663101794151348,0.019500732421875,-1.519,29.5276,0.937778,,6.215384932672084,3.215384932672084,3.8064794420850845,-0.0014149830119849023,0.0155792236328125,-0.0313,29.7061,0.939652,,6.5488969263422,3.5488969263422003,3.4482561685042254,0.06821528210584359,0.015899658203125,0.1472
0296.png,34,90,2.7066,2.6835,88,8.8672,0.008679,31.742,0.960142,,5.15263512395065,2.2130784617717807,0.0128936767578125,31.7419,0.960142,,5.151978666737408,2.151978666737408,2.213167260094768,0.019938215993562023,0.0128936767578125,-0.0001,31.5222,0.959371,,6.868139246173289,3.868139246173289,2.684758777175691,0.014924447828772695,0.0177764892578125,-0.2198,28.9873,0.935588,,3.7347296878270986,0.7347296878270986,6.418898750214923,0.03620077883224665,0.0073699951171875,-2.7547,29.0907,0.936417,,7.012544151273428,4.012544151273428,6.04863839435448,0.013517050240057931,0.0196533203125,-2.6513,31.6223,0.959831,,8.179657100794588,5.1796571007945875,2.481766326351069,0.23991300876380492,0.013671875,-0.1197,31.7463,0.96053,,8.51347279077003,5.513472790770029,2.3113638701968617,0.06075975781244145,0.0149078369140625,0.0043
0702.png,35,10,0.1502,0.2201,1,159.8114,0.026338,29.2106,0.755752,,6.795295293128756,6.716177164021186,0.0132904052734375,29.7383,0.788029,,8.033935602343677,5.033935602343677,5.96830786046515,-0.16821603188808917,0.0142669677734375,0.5277,29.5583,0.774648,,7.386792020119651,4.386792020119651,6.23880801491588,-0.14153432680188177,0.01300048828125,0.3477,23.4508,0.683585,,7.306950317515601,4.306950317515601,8.382461123761544,-0.3577172018346399,0.0575103759765625,-5.7598,29.3629,0.781309,,7.398724447852154,4.398724447852154,6.400929589477519,-0.21732073849928174,0.0135040283203125,0.1523,29.8044,0.790657,,8.70537002139893,5.705370021398929,5.89067949600715,-0.16025676006280318,0.014373779296875,0.5938,29.454,0.769582,,7.076724089322346,4.076724089322346,6.3845247646818475,-0.07753694762563189,0.0133514404296875,0.2434
