filename,index,quality,bpp_dct,bpp_jpeg,jpeg_quality_used,compression_ratio,sigma_adaptive,psnr_dct,ssim_dct,lpips_dct,kurt_dct,sigma_r_dct,tail_frac_dct,psnr_dncnn_pq,ssim_dncnn_pq,lpips_dncnn_pq,kurt_dncnn_pq,kurt_exc_dncnn_pq,sigma_r_dncnn_pq,skew_dncnn_pq,tail_frac_dncnn_pq,gain_psnr_dncnn_pq,psnr_dncnn_gl,ssim_dncnn_gl,lpips_dncnn_gl,kurt_dncnn_gl,kurt_exc_dncnn_gl,sigma_r_dncnn_gl,skew_dncnn_gl,tail_frac_dncnn_gl,gain_psnr_dncnn_gl,psnr_ffdnet_pq,ssim_ffdnet_pq,lpips_ffdnet_pq,kurt_ffdnet_pq,kurt_exc_ffdnet_pq,sigma_r_ffdnet_pq,skew_ffdnet_pq,tail_frac_ffdnet_pq,gain_psnr_ffdnet_pq,psnr_ffdnet_gl,ssim_ffdnet_gl,lpips_ffdnet_gl,kurt_ffdnet_gl,kurt_exc_ffdnet_gl,sigma_r_ffdnet_gl,skew_ffdnet_gl,tail_frac_ffdnet_gl,gain_psnr_ffdnet_gl,psnr_arcnn_pq,ssim_arcnn_pq,lpips_arcnn_pq,kurt_arcnn_pq,kurt_exc_arcnn_pq,sigma_r_arcnn_pq,skew_arcnn_pq,tail_frac_arcnn_pq,gain_psnr_arcnn_pq,psnr_arcnn_gl,ssim_arcnn_gl,lpips_arcnn_gl,kurt_arcnn_gl,kurt_exc_arcnn_gl,sigma_r_arcnn_gl,skew_arcnn_gl,tail_frac_arcnn_gl,gain_psnr_arcnn_gl
0428.png,57,10,0.1459,0.2128,1,164.5083,0.030138,28.9874,0.710205,,4.221816966523981,7.685188318736447,0.0086669921875,29.4767,0.734216,,4.274244244665107,1.2742442446651072,7.083840978029326,0.0056075511904436215,0.0092926025390625,0.4893,29.3065,0.72663,,4.19381738382526,1.1938173838252597,7.3038001137592214,0.0005059029602064317,0.0086212158203125,0.3191,24.6317,0.668372,,4.017552835270383,1.0175528352703829,9.256820742620333,0.06115948673223588,0.0357666015625,-4.3557,29.197,0.728292,,4.733901795619541,1.7339017956195413,7.488772451324213,0.06955841599704222,0.0102386474609375,0.2096,29.5257,0.734337,,4.3431397931349816,1.3431397931349816,7.05446044105787,0.014590059459609787,0.00958251953125,0.5383,29.2118,0.721352,,4.179529063270844,1.1795290632708442,7.414545794138825,0.0119916407477659,0.0085906982421875,0.2244
0428.png,57,25,0.3528,0.3536,14,68.0216,0.022429,32.1241,0.819049,,4.536908353011417,5.719286284201784,0.00909423828125,32.491,0.82529,,4.456285344087425,1.4562853440874246,5.440711948441766,-0.013226278740014733,0.0090789794921875,0.3669,32.3974,0.824293,,4.431452520232596,1.4314525202325958,5.505269162433595,-0.023119738106062233,0.0090484619140625,0.2733,28.3265,0.78401,,8.371046721081141,5.371046721081141,8.18832045372928,-1.1738387880778245,0.019256591796875,-3.7976,31.6631,0.808246,,5.38393667365353,2.3839366736535297,6.127923707308275,0.1466839013700533,0.010772705078125,-0.461,32.4298,0.825351,,4.489114117896311,1.4891141178963112,5.490090052419578,-0.0062773279771603215,0.0094757080078125,0.3057,32.3921,0.82463,,4.4698840809529585,1.4698840809529585,5.518689387082597,-0.017587642342326716,0.009063720703125,0.268
0428.png,57,50,0.652,0.6495,37,36.8102,0.018613,33.8646,0.871869,,4.618145613048344,4.746373937344179,0.00921630859375,33.8425,0.871635,,4.596686227626545,1.5966862276265452,4.76034475308016,-0.02257496711043904,0.0092010498046875,-0.0221,34.0789,0.873135,,4.507288432670448,1.5072884326704479,4.600735437562739,-0.015261750702125909,0.009765625,0.2143,30.719,0.864455,,3.156587806162217,0.156587806162217,7.056496202541393,0.1382291054580713,0.0045166015625,-3.1456,32.6367,0.842369,,6.064448923595919,3.0644489235959194,5.615936700759527,0.25042137142859056,0.0106658935546875,-1.2279,34.1111,0.87526,,4.512430971771468,1.512430971771468,4.595356619070725,-0.01539090206897063,0.0093231201171875,0.2465,34.1385,0.874561,,4.579946905395266,1.579946905395266,4.58664493968263,-0.012668216119773559,0.0096282958984375,0.2739
0428.png,57,75,1.0978,1.0836,69,21.862,0.015481,35.4936,0.909231,,4.810626250767768,3.9475616044530315,0.0091705322265625,35.9342,0.914371,,4.3101661537199885,1.3101661537199885,3.7168923315329487,-0.010866198459000708,0.0084686279296875,0.4406,35.7136,0.909615,,4.49727632903925,1.4972763290392503,3.819368990291875,-0.0016102569062416538,0.0088958740234375,0.22,28.2474,0.881679,,5.161364377816105,2.1613643778161054,5.144871260623802,-0.3931690154628804,0.070343017578125,-7.2462,33.2449,0.862627,,6.392970137596359,3.3929701375963592,5.314439327985164,0.2949955545113858,0.0106048583984375,-2.2487,35.7056,0.911594,,4.399359873249767,1.3993598732497672,3.838651939229441,-0.003644248237466215,0.00885009765625,0.212,35.8062,0.910681,,4.362200445115884,1.3622004451158842,3.801405948267172,-0.0019324740543304453,0.009002685546875,0.3126
0428.png,57,90,2.1009,2.1018,89,11.4235,0.01095,38.2835,0.948523,,3.8641169302707383,2.7921584170139915,0.0063018798828125,38.2834,0.948523,,3.863951787511863,0.863951787511863,2.7922069028995757,0.03201474152336056,0.0063018798828125,-0.0001,38.5498,0.950211,,3.7173124215426103,0.7173124215426103,2.664314055453504,0.025227862872942555,0.00628662109375,0.2663,31.4511,0.901538,,3.505755429678519,0.5057554296785192,6.107705790875816,-0.04531331915068918,0.0073394775390625,-6.8324,33.6432,0.87592,,6.7760150055829005,3.7760150055829005,5.133271185306798,0.3397945359330173,0.010589599609375,-4.6403,38.507,0.950695,,3.8676322021931746,0.8676322021931746,2.706297535692712,0.05327908013302921,0.0058746337890625,0.2235,38.3984,0.948434,,4.250329395833665,1.2503293958336652,2.7710104775304027,0.029426994942772143,0.0071868896484375,0.1149
0455.png,58,10,0.1095,0.2124,1,219.0924,0.025927,30.6527,0.784569,,8.097823562530268,6.61130296293675,0.016754150390625,31.1989,0.808728,,8.44697531869349,5.4469753186934895,5.986861991347508,0.327678068458387,0.0176239013671875,0.5462,31.0946,0.798296,,7.844201525912377,4.844201525912377,6.201823090983165,0.27025598452418753,0.016204833984375,0.4419,22.4218,0.727675,,10.978573086155206,7.978573086155206,7.976146216725386,-0.12507528333486384,0.1468658447265625,-8.2309,30.4158,0.794497,,9.12471494608568,6.12471494608568,6.70304031889058,0.6272808058397324,0.0184326171875,-0.2369,31.2725,0.808223,,9.01612360119256,6.016123601192559,6.019232755653428,0.4274447783605858,0.0177459716796875,0.6198,30.9213,0.794307,,7.997120234585398,4.997120234585398,6.351378137913693,0.3383998684839365,0.0165252685546875,0.2686
0455.png,58,25,0.2466,0.2474,8,97.3247,0.018915,33.5554,0.859052,,8.253395045983176,4.823436361661752,0.01715087890625,34.1798,0.869181,,7.917458548853788,4.917458548853788,4.403253744183177,0.15977932397098285,0.017242431640625,0.6244,34.0242,0.867142,,7.761086304341924,4.761086304341924,4.496325523422078,0.06751071917374038,0.016448974609375,0.4688,29.0497,0.832273,,13.667845501217146,10.667845501217146,6.180426578922658,-0.5763055248294103,0.026885986328125,-4.5057,32.136,0.854352,,11.599911502268505,8.599911502268505,5.298261281394255,0.8630552839805642,0.0196990966796875,-1.4194,34.0048,0.867031,,7.865115325956647,4.865115325956647,4.525412082925166,0.116546082832091,0.01702880859375,0.4494,33.9154,0.864817,,7.920891717474986,4.920891717474986,4.584085452102012,0.13850367368820507,0.016845703125,0.36
0455.png,58,50,0.4528,0.4518,32,53.0048,0.014866,35.842,0.903808,,6.95433038565459,3.790895197298143,0.0166015625,35.8347,0.903777,,6.964212977094001,3.964212977094001,3.7942936311991358,0.10612441733168868,0.0165863037109375,-0.0073,36.2556,0.908373,,6.885571566601178,3.885571566601178,3.569258792503392,0.11288236395454994,0.015716552734375,0.4136,31.304,0.897166,,9.980841335890181,6.980841335890181,5.286474350004986,-1.5484261407418718,0.0226898193359375,-4.538,33.1552,0.888614,,14.259337000616805,11.259337000616805,4.754532137431202,1.1845787190459787,0.0192413330078125,-2.6868,36.2113,0.908177,,6.683072754822693,3.6830727548226934,3.604512692493839,0.11056689465902704,0.0162506103515625,0.3693,36.2278,0.908036,,6.94240300637975,3.9424030063797497,3.59464209027463,0.19926566912271512,0.0161285400390625,0.3858
0455.png,58,75,0.7836,0.7795,67,30.6261,0.011593,37.9923,0.934437,,5.931172417403458,2.9561915963425283,0.014556884765625,38.4965,0.938848,,5.7949972269120105,2.7949972269120105,2.756737060314305,0.1179631236639354,0.013580322265625,0.5042,38.2634,0.936194,,6.079079722498843,3.079079722498843,2.8305752911143633,0.1227820661924471,0.01446533203125,0.2711,27.0801,0.907781,,7.635815140200133,4.635815140200133,3.719406111503967,-0.6531418871394281,0.463104248046875,-10.9122,33.7866,0.90734,,16.45856342967723,13.45856342967723,4.425173315864221,1.4335521993872746,0.0196533203125,-4.2057,38.1425,0.93615,,6.032267580897925,3.0322675808979254,2.895677566729252,0.12137846838680748,0.0146942138671875,0.1502,38.2826,0.93659,,6.61839755096477,3.6183975509647697,2.8390968361049502,0.212081714469009,0.0150146484375,0.2903
0455.png,58,90,1.5294,1.5005,88,15.6919,0.008017,40.9444,0.962253,,4.686557624777377,2.044378422868808,0.0103607177734375,40.9443,0.962253,,4.687599678532007,1.687599678532007,2.044410683315337,0.006827908027827121,0.0103759765625,-0.0001,40.9354,0.962149,,4.789940744751401,1.7899407447514006,2.0143883155374858,0.05938972576228708,0.0110321044921875,-0.009,33.3277,0.892722,,5.05105237807751,2.05105237807751,5.09402262093803,0.4747698791055681,0.0122222900390625,-7.6167,34.058,0.919837,,18.432373767633486,15.432373767633486,4.253363147931887,1.6170452259066421,0.019439697265625,-6.8864,40.9524,0.962823,,5.658315793792607,2.6583157937926067,2.0416280847785315,-0.035975960694030536,0.0106048583984375,0.008,40.8571,0.962231,,6.566717398420452,3.566717398420452,2.0688572583841855,0.1990174698230727,0.012481689453125,-0.0873
0367.png,59,10,0.2362,0.2417,1,101.6128,0.032762,27.9632,0.787474,,9.965144096423245,8.35435986785404,0.020721435546875,28.9244,0.82125,,10.65500320179816,7.655003201798159,7.015022702497648,0.26752251086163453,0.0189666748046875,0.9612,28.6832,0.810397,,10.03228044965406,7.03228044965406,7.326673841513299,0.2175295546801287,0.0186920166015625,0.72,23.0404,0.679612,,12.372706560588092,9.372706560588092,11.468454168819624,1.263965412801324,0.0382232666015625,-4.9228,28.218,0.817233,,10.820943977728728,7.820943977728728,7.854580415613186,-0.1370629542707099,0.021759033203125,0.2548,28.893,0.828004,,11.473097250498427,8.473097250498427,7.067058127332833,0.41621246590824523,0.020050048828125,0.9298,28.381,0.805027,,10.20860822020075,7.20860822020075,7.761899803226532,0.15679336024387375,0.020172119140625,0.4178
0367.png,59,25,0.4462,0.4463,15,53.7915,0.022142,31.5518,0.882049,,10.755710572219582,5.646178761645798,0.02252197265625,32.7707,0.905268,,13.080497313336785,10.080497313336785,4.549818601836936,0.04863232413138088,0.0206756591796875,1.2189,32.439,0.895632,,11.954754296984419,8.954754296984419,4.841304986195374,0.17815153830986993,0.01983642578125,0.8872,26.0166,0.834748,,4.370497309724263,1.3704973097242634,9.197365049551546,-0.3377795761325512,0.0194549560546875,-5.5352,31.0578,0.889412,,12.79692708467714,9.79692708467714,6.063978260687043,-0.060334926225693364,0.022979736328125,-0.494,32.1796,0.89573,,11.856776305098359,8.856776305098359,5.071578430994113,0.14162326452533472,0.0215911865234375,0.6278,32.049,0.893224,,11.456931123247006,8.456931123247006,5.193027075278045,0.03447585037276959,0.0214996337890625,0.4972
0367.png,59,50,0.7127,0.7189,38,33.6744,0.01659,33.9757,0.923487,,10.34844993490508,4.230543291712013,0.022979736328125,33.9689,0.923383,,10.325937172226915,7.325937172226915,4.23531714225892,0.06987224715033591,0.02301025390625,-0.0068,34.7312,0.930886,,11.507739678502794,8.507739678502794,3.6947218362679486,0.1896639541457372,0.0209503173828125,0.7555,30.57,0.865816,,4.600472094847034,1.6004720948470341,6.977569049287787,-0.11827192067028464,0.01025390625,-3.4057,32.2778,0.9169,,14.7632426394186,11.7632426394186,5.379005863875122,0.26538343365258565,0.02215576171875,-1.6979,34.4268,0.929413,,10.992482105376181,7.992482105376181,3.9209803810584516,0.19241876938269895,0.022308349609375,0.4511,34.5218,0.931283,,11.580733167764121,8.580733167764121,3.8552105436063298,0.07007961960864567,0.0224151611328125,0.5461
0367.png,59,75,1.1017,1.0917,69,21.7836,0.012342,36.3413,0.94963,,9.841223946287583,3.1472094729067446,0.021331787109375,37.3034,0.956172,,9.897929113862762,6.897929113862762,2.627379899076517,0.060586202359630074,0.0191192626953125,0.9621,36.9523,0.953189,,9.811351126029741,6.8113511260297415,2.8011532985727756,0.01938652362149138,0.0196685791015625,0.611,26.8049,0.861673,,6.663853175479391,3.6638531754793906,4.80157871526367,0.17226991340273334,0.166351318359375,-9.5364,33.0397,0.932208,,15.82433211155525,12.82433211155525,5.062795823612563,0.3525692924810471,0.021759033203125,-3.3016,36.2187,0.949943,,10.858653670676016,7.858653670676016,3.2088811754187443,-0.20734562716531194,0.021453857421875,-0.1226,36.8461,0.954824,,11.660984738620932,8.660984738620932,2.8775686484312417,0.03527526742181937,0.02099609375,0.5048
0367.png,59,90,1.8652,1.8475,88,12.8673,0.007409,39.621,0.970892,,6.737518094561753,1.8892416976240702,0.017333984375,39.621,0.970892,,6.737551582261976,3.7375515822619763,1.889222968208184,0.050237084909404005,0.017333984375,0.0,39.5857,0.970622,,8.497950177053719,5.497950177053719,1.883330207281957,0.025953008948609028,0.01605224609375,-0.0353,30.5793,0.907156,,2.695720722733308,-0.304279277266692,7.311718443129482,0.36345648829878857,0.002899169921875,-9.0417,33.425,0.940864,,16.80145385044478,13.80145385044478,4.942059119529795,0.42632828154360886,0.02215576171875,-6.196,39.2001,0.969989,,11.016081193195314,8.016081193195314,2.07881047878873,0.19737224492282845,0.01788330078125,-0.4209,39.4504,0.972306,,15.549754716793167,12.549754716793167,1.9699923573594,0.21712369508057963,0.018890380859375,-0.1706
0092.png,60,10,0.5163,0.5231,6,46.4822,0.092834,20.3941,0.73005,,4.924462153107408,23.672729443837184,0.0121917724609375,20.9873,0.742702,,5.007403627235686,2.0074036272356857,22.083747818696526,-0.13959590727253218,0.013519287109375,0.5932,20.8381,0.73983,,4.9522483009821645,1.9522483009821645,22.50505317586906,-0.11609960382907131,0.0130157470703125,0.444,18.2731,0.527342,,3.8059189096882395,0.8059189096882395,29.98009730325597,-0.26901749819994064,0.0056915283203125,-2.121,20.5628,0.695894,,4.364268422211918,1.364268422211918,23.5057476690701,-0.36965870247916355,0.0110931396484375,0.1687,20.8468,0.727887,,4.616180972875427,1.6161809728754273,22.518987333529523,-0.17908194086486592,0.0114593505859375,0.4527,20.7402,0.737392,,4.780214771078044,1.780214771078044,22.734507671556536,-0.10258978777616035,0.0121002197265625,0.3461
0092.png,60,25,1.0565,1.0699,20,22.7158,0.071033,22.6765,0.846559,,5.5281114582349415,18.11346864194577,0.01373291015625,23.6783,0.865806,,5.802408428806301,2.8024084288063014,16.062821908151726,-0.09147246179418478,0.015350341796875,1.0018,23.27,0.857404,,5.711850226418349,2.711850226418349,16.903256501057125,-0.04494997511377494,0.0146636962890625,0.5935,20.4049,0.735384,,4.639975320219035,1.639975320219035,22.756051570663555,-0.2783331467640881,0.015411376953125,-2.2716,21.9501,0.78364,,4.558762910367382,1.5587629103673821,20.134844298788977,-0.37984914470808273,0.0113983154296875,-0.7264,23.245,0.852888,,5.288710624134866,2.2887106241348656,17.00826429396476,-0.09431946539361932,0.0138397216796875,0.5685,23.2803,0.856219,,5.402335195875526,2.4023351958755264,16.903987787341574,-0.07300809983104162,0.013946533203125,0.6038
0092.png,60,50,1.7158,1.7189,43,13.988,0.050212,25.3705,0.911532,,5.30765801055009,12.803952725369172,0.0123138427734375,25.366,0.911339,,5.301086520751382,2.301086520751382,12.811604421099434,-0.003818248809717722,0.01226806640625,-0.0045,25.9457,0.918923,,5.538645260422126,2.5386452604221263,11.930051566075528,-0.01970338731544585,0.0135345458984375,0.5752,22.6128,0.859291,,4.724129258674478,1.7241292586744779,17.80846959029637,0.22032845191371347,0.012176513671875,-2.7577,22.5147,0.810718,,4.611438673966257,1.6114386739662567,18.89207580471498,-0.369610125879119,0.0115814208984375,-2.8558,25.9465,0.917781,,5.176452038117916,2.176452038117916,11.999050667960317,-0.06156622494414152,0.0133514404296875,0.576,25.9313,0.916488,,5.173053293590777,2.173053293590777,12.087365421926206,-0.11403311384824068,0.01348876953125,0.5608
0092.png,60,75,2.5718,2.557,71,9.3319,0.030059,28.9541,0.95413,,4.3550174900362215,7.664981382930618,0.0097808837890625,29.7282,0.960867,,4.519178530881281,1.5191785308812813,6.799996475070776,-0.01213958475344063,0.009979248046875,0.7741,29.3847,0.956484,,4.326549317182559,1.3265493171825593,7.225944389329448,-0.014185049256667399,0.00909423828125,0.4306,22.4499,0.876221,,5.69234021951256,2.69234021951256,16.384682440370316,-0.17388077037552166,0.019805908203125,-6.5042,22.7554,0.822309,,4.696676013188759,1.6966760131887586,18.412368644503903,-0.3752351923102122,0.0120849609375,-6.1987,28.9904,0.954864,,4.426601844711433,1.426601844711433,7.796910786544405,-0.015729917311658997,0.0106353759765625,0.0363,28.2397,0.948793,,4.893381573725008,1.8933815737250077,8.923112855192219,-0.15631894236986896,0.011962890625,-0.7144
0092.png,60,90,3.972,4.0295,89,6.0423,0.013422,32.9951,0.979071,,3.655867295282705,3.42249742234765,0.0063629150390625,32.9951,0.979071,,3.6556413409896527,0.6556413409896527,3.4225692469359714,0.0003258717803480671,0.0063629150390625,0.0,32.9087,0.977771,,3.9220060910585333,0.9220060910585333,3.679867450396467,-0.10595351574947999,0.0074920654296875,-0.0864,23.3034,0.875228,,5.068663883761657,2.0686638837616567,17.187067046584623,-0.678645873286584,0.0130767822265625,-9.6917,22.8832,0.829136,,4.765315727152356,1.7653157271523563,18.182381065402076,-0.36833158679259637,0.0124359130859375,-10.1119,32.349,0.97754,,4.523394792198393,1.5233947921983928,4.242973821848666,0.049043472235298285,0.0092315673828125,-0.6461,29.431,0.963808,,5.580747687319035,2.580747687319035,7.701568299969456,-0.22526351550450377,0.0157928466796875,-3.5641
0340.png,61,10,0.3653,0.3802,6,65.692,0.053618,23.667,0.719484,,4.904682424602696,13.672569760189594,0.0121002197265625,24.1684,0.736346,,5.18256990175017,2.1825699017501696,12.526796442868323,-0.029804907520688005,0.013580322265625,0.5014,24.062,0.732543,,5.08615448488069,2.08615448488069,12.778223656990734,-0.04277362727306816,0.01312255859375,0.395,21.1463,0.630644,,4.6716771705994224,1.6716771705994224,15.766158319201782,-0.10349595721622996,0.0213623046875,-2.5207,23.9485,0.726854,,4.85674020417285,1.8567402041728496,12.961055748769239,-0.20611054519900265,0.0129547119140625,0.2815,24.203,0.737247,,5.177033695647768,2.1770336956477676,12.466112527273784,-0.05159676836281795,0.0135955810546875,0.536,23.9275,0.728802,,4.932973249659696,1.932973249659696,13.07339493833325,-0.027421233780589954,0.0124969482421875,0.2605
0340.png,61,25,0.7583,0.7568,19,31.6478,0.039452,26.2056,0.823179,,5.89557784153525,10.060156963260658,0.013763427734375,26.8306,0.838534,,6.308226362714063,3.3082263627140627,8.99388960159875,0.03948721431699796,0.0166778564453125,0.625,26.63,0.832814,,6.051145862375606,3.0511458623756056,9.338717884313668,0.03217698552407797,0.0148162841796875,0.4244,24.5875,0.770874,,5.066416528168308,2.0664165281683076,12.306592734374942,0.008783038443242035,0.01409912109375,-1.6181,26.0101,0.812397,,5.276129811702854,2.2761298117028543,10.297747152416678,-0.20237995794457161,0.0147247314453125,-0.1955,26.648,0.832965,,5.750500952424647,2.7505009524246473,9.319091714918622,0.007785818640340382,0.014404296875,0.4424,26.5909,0.831367,,5.838642212298495,2.8386422122984953,9.410992167162442,0.029343384160340213,0.0142822265625,0.3853
0340.png,61,50,1.2301,1.2312,42,19.5101,0.029075,28.2191,0.878034,,5.597828530407239,7.414057333152173,0.0142669677734375,28.218,0.878014,,5.5969914588055705,2.5969914588055705,7.4155496528446045,0.019195511667175716,0.014251708984375,-0.0011,28.5993,0.884958,,5.969421539643274,2.9694215396432737,6.879081794267957,0.04457201329770946,0.0154571533203125,0.3802,27.1453,0.864531,,5.239986778905209,2.239986778905209,8.75125836259639,0.19170421032335455,0.015625,-1.0738,27.1234,0.849005,,5.277532440788733,2.2775324407887334,9.03465724666083,-0.219704647688422,0.0158538818359375,-1.0957,28.6064,0.885275,,5.7290645441625925,2.7290645441625925,6.878949804424255,0.03949203917676301,0.0149078369140625,0.3873,28.579,0.883713,,5.8678296394924,2.8678296394924,6.943203852524426,0.042833097123876625,0.0156402587890625,0.3599
0340.png,61,75,1.8249,1.8403,71,13.1515,0.020358,30.0925,0.915226,,5.184562938668218,5.191362591730199,0.0132293701171875,30.5162,0.922907,,5.950012212114945,2.9500122121149452,4.6226373458804755,0.012071121345933338,0.01568603515625,0.4237,30.3165,0.918151,,5.474406736961677,2.4744067369616767,4.92956412368029,-0.025024005681275732,0.0137939453125,0.224,25.5631,0.878261,,5.494999590305302,2.4949995903053024,7.737815471875243,-0.012004953355372796,0.0391082763671875,-4.5294,27.723,0.869741,,5.407721859171715,2.4077218591717147,8.499075020826238,-0.25533563754017913,0.0166168212890625,-2.3695,30.192,0.917085,,5.3191940290417214,2.3191940290417214,5.0915867801986225,0.007670842848620575,0.0138092041015625,0.0995,30.199,0.916425,,5.969426788985549,2.9694267889855492,5.169178831473252,0.0192398056077994,0.016326904296875,0.1065
0340.png,61,90,2.9934,3.0377,89,8.0175,0.010979,32.5654,0.946181,,4.5586954548323115,2.7995458836534945,0.0108489990234375,32.5654,0.946181,,4.558497777943682,1.558497777943682,2.7996095626579853,-0.009742630736454478,0.0108489990234375,0.0,32.4913,0.945442,,4.733712143218587,1.733712143218587,2.9876504560473864,-0.09622540800756282,0.011077880859375,-0.0741,27.6414,0.890646,,4.508419056081823,1.5084190560818227,8.160316539046011,-0.09030725711934466,0.0172576904296875,-4.924,28.2517,0.884374,,5.5211533979353895,2.5211533979353895,8.256309241841072,-0.260243243817289,0.0169830322265625,-4.3137,32.512,0.946332,,4.942870702792083,1.9428707027920833,2.907854293767327,0.04254627093373976,0.0103607177734375,-0.0534,32.0308,0.942333,,6.446666303740157,3.446666303740157,3.755682912754918,-0.05379715208205712,0.017578125,-0.5346
0565.png,62,10,0.1096,0.2172,1,219.0008,0.020343,29.8283,0.955837,,35.107869854804186,5.187575373927564,0.02117919921875,30.1942,0.958014,,30.81923174062669,27.81923174062669,4.616936876911172,-0.7246103685282564,0.02008056640625,0.3659,30.1089,0.958567,,31.96256565466412,28.96256565466412,4.779939787839781,-0.9186761899951704,0.020294189453125,0.2806,25.6893,0.891065,,24.67891510291566,21.67891510291566,8.281110801964571,-0.7728633165523342,0.035186767578125,-4.139,29.5148,0.940483,,28.17039043044737,25.17039043044737,5.7008748075943,-1.2743266462189953,0.025421142578125,-0.3135,30.1209,0.959435,,33.30886656655266,30.30886656655266,4.764539665472971,-0.7351584148965744,0.0200653076171875,0.2926,29.9797,0.957503,,33.22398533406491,30.223985334064913,4.977614948655442,-0.8612584571590068,0.0210113525390625,0.1514
0565.png,62,25,0.173,0.2172,1,138.725,0.013226,32.8787,0.961776,,43.47012989601963,3.372587257864756,0.0227508544921875,33.3147,0.966333,,39.2416714893133,36.2416714893133,2.8418140770896176,0.6386187117426065,0.021820068359375,0.436,33.1745,0.965019,,43.91008520626336,40.91008520626336,3.0381113908287385,0.7959416418105159,0.02166748046875,0.2958,26.271,0.916433,,26.70032031574907,23.70032031574907,7.307511735345546,-0.2704869199358795,0.0385589599609375,-6.6077,31.5579,0.945694,,27.106909234231317,24.106909234231317,4.771379073860967,0.188481830724335,0.0288238525390625,-1.3208,33.0157,0.964272,,46.24590628093227,43.24590628093227,3.2255283490278996,0.8320869984304339,0.0221099853515625,0.137,33.0259,0.963521,,44.98320425707055,41.98320425707055,3.2247166397443277,0.8381445569474536,0.0225830078125,0.1472
0565.png,62,50,0.2389,0.2369,6,100.4447,0.00962,34.8571,0.970266,,49.31919245270797,2.4531297973108415,0.0239105224609375,34.8119,0.96921,,45.641316499471934,42.641316499471934,2.5040323265548268,1.2769871162501092,0.0236053466796875,-0.0452,35.0532,0.972191,,54.218081267521306,51.218081267521306,2.260338429329393,0.9418054566481588,0.0226898193359375,0.1961,27.6414,0.959657,,19.014077405787823,16.014077405787823,4.061835016492476,2.9002979388953607,0.17901611328125,-7.2157,32.6925,0.952144,,28.121925973323307,25.121925973323307,4.490659054956995,0.4769006404981234,0.0287017822265625,-2.1646,34.9743,0.971398,,54.19034206662041,51.19034206662041,2.3677055659854447,1.6157404616424609,0.0225067138671875,0.1172,34.9402,0.971441,,53.52620277867388,50.52620277867388,2.4099405631673254,1.0622508449673673,0.02325439453125,0.0831
0565.png,62,75,0.3279,0.3264,30,73.1871,0.007117,36.4485,0.975489,,45.57784510873248,1.8149439964251475,0.0232696533203125,36.6805,0.976699,,51.73179226982038,48.73179226982038,1.6152723832345308,2.118021673386613,0.022308349609375,0.232,36.5038,0.976576,,51.492285978529885,48.492285978529885,1.7774260227424896,1.1035002373542948,0.022979736328125,0.0553,27.6465,0.95238,,21.756011400967672,18.756011400967672,3.881204851969341,-0.5625192048615718,0.0795135498046875,-8.802,33.3104,0.953996,,29.391376078716412,26.391376078716412,4.321187020292046,0.4800572293672775,0.0279998779296875,-3.1381,36.3353,0.975581,,46.14735495453445,43.14735495453445,1.9784517485600188,0.4881321194610667,0.0235748291015625,-0.1132,36.4391,0.976372,,54.16547770832775,51.16547770832775,1.8798773993831284,1.1946216486782926,0.0222930908203125,-0.0094
0565.png,62,90,0.608,0.6138,86,39.4716,0.004486,38.4515,0.978795,,44.66940642160092,1.1440128479061897,0.0196533203125,38.4513,0.978794,,44.651226031787616,41.651226031787616,1.1441314484995315,2.108767878282254,0.0196533203125,-0.0002,38.2293,0.978946,,47.5797843527308,44.5797843527308,1.3585838075669607,0.7090872117770312,0.0203399658203125,-0.2222,27.9684,0.968186,,29.87484424061797,26.87484424061797,3.779183453514884,-2.900274320631078,0.0594329833984375,-10.4831,34.051,0.956036,,31.125853410353322,28.125853410353322,4.166413102005868,0.3588247993238296,0.0279998779296875,-4.4005,38.163,0.978568,,53.92994119072344,50.92994119072344,1.4382856035227767,-0.07074368980246647,0.0197296142578125,-0.2885,38.1934,0.978969,,63.51759857758363,60.51759857758363,1.4337870652345535,1.1468865285468253,0.0195465087890625,-0.2581
0346.png,63,10,0.3107,0.3074,5,77.2451,0.061612,23.7308,0.696111,,6.213310004357995,15.71111272115468,0.0165252685546875,24.1659,0.705985,,6.515574336274798,3.515574336274798,14.869577219948557,-0.05284762490972445,0.0168914794921875,0.4351,24.0616,0.705781,,6.423430323531814,3.4234303235318144,15.048749884910043,-0.08602787961593268,0.01708984375,0.3308,22.01,0.599393,,6.761517812767935,3.761517812767935,17.879880581631898,-0.17363859479209917,0.020050048828125,-1.7208,23.8458,0.690259,,6.431225082291405,3.431225082291405,15.512335078490661,-0.3063096455495347,0.016845703125,0.115,24.0936,0.701728,,6.559631158996255,3.559631158996255,15.005867856170019,-0.12190349615667742,0.017364501953125,0.3628,23.944,0.702973,,6.319294692617821,3.319294692617821,15.287423826906446,-0.06844138392291697,0.0164337158203125,0.2132
