index,filename,quality,width,height,psnr_db,ssim,bpp,compression_ratio,jpeg_q_match,jpeg_bpp,jpeg_psnr,jpeg_ssim,jpeg_opt_q,jpeg_opt_bpp,jpeg_opt_psnr,jpeg_opt_ssim,original_kb,compressed_kb,time_sec
36,0036.png,50,256,256,34.3205,0.948434,0.4117,58.2888,26,0.4137,32.1004,0.931974,39,0.4114,33.6597,0.944914,192.0,3.29,0.152
36,0036.png,75,256,256,37.2631,0.96317,0.6409,37.45,65,0.6443,36.0971,0.958207,71,0.6478,36.9368,0.961868,192.0,5.13,0.162
36,0036.png,90,256,256,41.0572,0.977254,1.1545,20.7889,88,1.1685,40.6889,0.975735,89,1.1495,41.0268,0.976483,192.0,9.24,0.18
37,0037.png,10,256,256,24.3966,0.751875,0.4053,59.2104,6,0.4135,22.6163,0.683259,8,0.3907,23.6601,0.727274,192.0,3.24,0.156
37,0037.png,25,256,256,27.3298,0.844466,0.7985,30.0572,20,0.8071,26.813,0.831817,22,0.7911,27.1343,0.840302,192.0,6.39,0.167
37,0037.png,50,256,256,29.3035,0.89069,1.2659,18.9593,43,1.2676,29.1535,0.888091,45,1.2559,29.2972,0.891241,192.0,10.13,0.188
37,0037.png,75,256,256,31.1517,0.922017,1.8839,12.7395,71,1.8866,31.1873,0.922849,73,1.8976,31.3504,0.925009,192.0,15.07,0.204
37,0037.png,90,256,256,33.718,0.952008,3.1328,7.6608,89,3.1851,34.2494,0.956505,89,3.0773,34.2494,0.956505,192.0,25.06,0.237
38,0038.png,10,256,256,22.7491,0.648808,0.401,59.848,6,0.416,21.5054,0.605744,8,0.3888,22.3511,0.629633,192.0,3.21,0.153
38,0038.png,25,256,256,25.1923,0.738646,0.7861,30.5298,19,0.7866,24.783,0.725419,22,0.7878,25.2232,0.742872,192.0,6.29,0.164
38,0038.png,50,256,256,26.7885,0.792406,1.2207,19.6613,41,1.2294,26.9117,0.800039,45,1.2233,27.1835,0.80748,192.0,9.77,0.185
38,0038.png,75,256,256,28.5369,0.836549,1.8252,13.1492,70,1.8307,29.2024,0.856794,72,1.817,29.4611,0.862408,192.0,14.6,0.202
38,0038.png,90,256,256,30.7841,0.889839,2.9817,8.0492,88,2.9761,31.9467,0.911976,89,2.9458,32.1249,0.915362,192.0,23.85,0.233
39,0039.png,10,256,256,25.9999,0.66994,0.2406,99.7694,3,0.2367,22.5472,0.462839,8,0.2334,25.4446,0.625895,192.0,1.92,0.148
39,0039.png,25,256,256,28.8025,0.800394,0.5701,42.0968,18,0.5813,27.8584,0.76259,22,0.5663,28.4647,0.78855,192.0,4.56,0.161
39,0039.png,50,256,256,30.7746,0.863303,0.9767,24.5729,40,0.9685,30.209,0.847974,45,0.9738,30.5537,0.858153,192.0,7.81,0.172
39,0039.png,75,256,256,32.5569,0.903723,1.5499,15.4846,71,1.548,32.3243,0.899339,73,1.5586,32.512,0.902906,192.0,12.4,0.197
39,0039.png,90,256,256,35.4964,0.948092,2.7184,8.8286,89,2.7059,35.3808,0.946868,89,2.658,35.3808,0.946868,192.0,21.75,0.228
40,0040.png,10,256,256,29.5097,0.856691,0.1147,209.1574,1,0.2122,22.1176,0.778517,5,0.1135,25.3617,0.817439,192.0,0.92,0.139
40,0040.png,25,256,256,32.3024,0.88525,0.229,104.7947,5,0.2286,25.3617,0.817439,18,0.2289,31.44,0.873495,192.0,1.83,0.146
40,0040.png,50,256,256,34.0592,0.904892,0.3627,66.1618,25,0.3618,32.0933,0.88642,40,0.3597,33.6613,0.901365,192.0,2.9,0.149
40,0040.png,75,256,256,35.8616,0.92124,0.6255,38.371,67,0.6174,35.3021,0.915867,71,0.6205,35.6017,0.918348,192.0,5.0,0.161
40,0040.png,90,256,256,38.6827,0.944843,1.3871,17.3025,88,1.3787,38.4231,0.94179,89,1.3672,38.7032,0.943855,192.0,11.1,0.19
41,0041.png,10,256,256,25.7802,0.73748,0.2739,87.6296,4,0.2838,22.1641,0.645987,8,0.2777,25.0825,0.706419,192.0,2.19,0.158
41,0041.png,25,256,256,28.4928,0.826947,0.5619,42.7095,18,0.5597,27.6347,0.802233,22,0.5647,28.2427,0.819066,192.0,4.5,0.16
41,0041.png,50,256,256,30.5228,0.876928,0.9345,25.6828,41,0.9302,30.14,0.867464,45,0.9293,30.3766,0.872573,192.0,7.48,0.173
41,0041.png,75,256,256,32.693,0.913875,1.4828,16.1852,71,1.4915,32.4404,0.90979,72,1.4688,32.5407,0.911275,192.0,11.86,0.193
41,0041.png,90,256,256,35.9747,0.952068,2.6069,9.2064,89,2.6144,35.9549,0.951136,89,2.5581,35.9549,0.951136,192.0,20.85,0.238
42,0042.png,10,256,256,23.0309,0.723759,0.4183,57.3724,6,0.4186,21.735,0.646342,9,0.4308,22.7853,0.711088,192.0,3.35,0.166
42,0042.png,25,256,256,25.763,0.841971,0.8526,28.1477,19,0.8422,24.9063,0.813196,22,0.8408,25.4047,0.830663,192.0,6.82,0.171
42,0042.png,50,256,256,28.1923,0.89876,1.3621,17.6196,43,1.3617,27.696,0.889445,46,1.369,27.9892,0.894289,192.0,10.9,0.191
42,0042.png,75,256,256,31.4203,0.94065,2.0498,11.7086,72,2.0643,30.9708,0.936551,73,2.0592,31.1303,0.937778,192.0,16.4,0.21
42,0042.png,90,256,256,36.4225,0.97483,3.3032,7.2657,89,3.3466,35.9419,0.972227,89,3.2634,35.9419,0.972227,192.0,26.43,0.252
43,0043.png,10,256,256,35.0269,0.983531,0.0477,502.6731,8,0.2014,37.1821,0.996563,8,0.0814,37.1821,0.996563,192.0,0.38,0.157
43,0043.png,25,256,256,38.1612,0.988252,0.0496,483.8093,8,0.2014,37.1821,0.996563,8,0.0814,37.1821,0.996563,192.0,0.4,0.143
43,0043.png,50,256,256,49.8515,0.994786,0.0511,469.2315,8,0.2014,37.1821,0.996563,8,0.0814,37.1821,0.996563,192.0,0.41,0.137
43,0043.png,75,256,256,53.0133,0.995868,0.0564,425.3283,8,0.2014,37.1821,0.996563,8,0.0814,37.1821,0.996563,192.0,0.45,0.138
43,0043.png,90,256,256,53.9697,0.996123,0.1109,216.4988,8,0.2014,37.1821,0.996563,83,0.1108,52.8832,0.995886,192.0,0.89,0.143
44,0044.png,10,256,256,32.835,0.96868,0.0482,498.2148,3,0.2015,29.7526,0.984014,3,0.0817,29.7526,0.984014,192.0,0.39,0.147
44,0044.png,25,256,256,41.0411,0.980322,0.0501,478.9476,3,0.2015,29.7526,0.984014,3,0.0817,29.7526,0.984014,192.0,0.4,0.141
44,0044.png,50,256,256,45.8035,0.98313,0.0559,429.5096,3,0.2015,29.7526,0.984014,3,0.0817,29.7526,0.984014,192.0,0.45,0.142
44,0044.png,75,256,256,47.0604,0.985718,0.0775,309.6189,3,0.2015,29.7526,0.984014,3,0.0817,29.7526,0.984014,192.0,0.62,0.138
44,0044.png,90,256,256,49.2542,0.988088,0.2982,80.4863,83,0.302,48.1089,0.986261,89,0.3041,48.6646,0.987234,192.0,2.39,0.154
45,0045.png,10,256,256,24.1381,0.72983,0.3717,64.5675,6,0.3853,22.3424,0.633797,9,0.3845,23.8246,0.714997,192.0,2.97,0.159
45,0045.png,25,256,256,27.0825,0.847186,0.7863,30.5215,18,0.7804,26.1656,0.81555,22,0.7764,26.7358,0.835959,192.0,6.29,0.17
45,0045.png,50,256,256,29.2056,0.900795,1.2644,18.981,41,1.2623,28.7011,0.890619,46,1.2761,29.0488,0.89826,192.0,10.12,0.183
45,0045.png,75,256,256,31.3229,0.935847,1.921,12.4933,71,1.9116,31.0374,0.932402,73,1.9343,31.2628,0.935568,192.0,15.37,0.209
45,0045.png,90,256,256,34.0521,0.963251,3.1589,7.5976,89,3.1851,34.1449,0.964179,89,3.1133,34.1449,0.964179,192.0,25.27,0.235
46,0046.png,10,256,256,29.6931,0.80134,0.2029,118.2782,1,0.2197,22.2592,0.494453,8,0.2087,27.9244,0.757841,192.0,1.62,0.149
46,0046.png,25,256,256,33.9847,0.915393,0.452,53.0942,15,0.4519,31.3244,0.863713,21,0.4465,33.2558,0.900659,192.0,3.62,0.158
46,0046.png,50,256,256,36.936,0.953854,0.7275,32.9879,36,0.7321,35.6749,0.940262,43,0.7214,36.3046,0.948085,192.0,5.82,0.166
46,0046.png,75,256,256,39.3789,0.97238,1.0821,22.1786,68,1.0868,38.5338,0.967428,71,1.0763,38.9331,0.970036,192.0,8.66,0.181
46,0046.png,90,256,256,42.0416,0.984052,1.7607,13.6306,88,1.7583,41.5159,0.982018,89,1.7629,41.7044,0.982754,192.0,14.09,0.2
47,0047.png,10,256,256,26.9337,0.78334,0.2594,92.516,3,0.2509,22.6524,0.56577,8,0.2667,26.2262,0.752237,192.0,2.08,0.152
47,0047.png,25,256,256,29.8867,0.873539,0.5369,44.7001,16,0.5366,28.5841,0.838004,21,0.535,29.4786,0.863142,192.0,4.3,0.168
47,0047.png,50,256,256,32.1175,0.914235,0.8608,27.8822,37,0.853,31.3055,0.901101,43,0.8544,31.7656,0.909123,192.0,6.89,0.171
47,0047.png,75,256,256,34.3034,0.941361,1.3191,18.1948,69,1.3091,33.8052,0.936334,72,1.3271,34.1622,0.939771,192.0,10.55,0.191
47,0047.png,90,256,256,37.3347,0.96542,2.2157,10.8317,88,2.1837,37.1506,0.963639,89,2.2096,37.3936,0.965147,192.0,17.73,0.212
48,0048.png,10,256,256,23.1281,0.684952,0.2104,114.0831,2,0.234,19.9961,0.616041,8,0.2196,23.0078,0.678087,192.0,1.68,0.15
48,0048.png,25,256,256,25.2812,0.777495,0.4064,59.0503,14,0.4069,24.6317,0.722248,20,0.4015,25.5432,0.758021,192.0,3.25,0.161
48,0048.png,50,256,256,27.0462,0.829821,0.6402,37.4866,36,0.6407,27.4302,0.826051,43,0.6389,27.9019,0.836557,192.0,5.12,0.162
48,0048.png,75,256,256,28.7033,0.864913,1.0103,23.7546,69,1.0051,30.0847,0.875155,72,1.0105,30.3766,0.880458,192.0,8.08,0.244
48,0048.png,90,256,256,30.3315,0.902305,1.8874,12.7158,88,1.8606,32.3474,0.913986,89,1.8652,32.5418,0.916702,192.0,15.1,0.204
49,0049.png,10,256,256,22.9356,0.670753,0.3778,63.5295,6,0.3824,21.5206,0.580663,9,0.3922,22.7598,0.6597,192.0,3.02,0.158
49,0049.png,25,256,256,25.4265,0.797512,0.8328,28.8176,19,0.827,24.8133,0.771119,23,0.8464,25.3257,0.793349,192.0,6.66,0.172
49,0049.png,50,256,256,27.5267,0.864506,1.3822,17.3642,43,1.3851,27.203,0.856297,46,1.3872,27.4364,0.862359,192.0,11.06,0.191
49,0049.png,75,256,256,29.8565,0.912967,2.1122,11.3624,72,2.1227,29.6672,0.91052,73,2.1133,29.7937,0.91258,192.0,16.9,0.213
49,0049.png,90,256,256,32.9297,0.953133,3.4893,6.8782,89,3.4945,33.0743,0.955005,89,3.4193,33.0743,0.955005,192.0,27.91,0.263
50,0050.png,10,256,256,30.1433,0.805361,0.1466,163.7377,1,0.2268,23.9298,0.461635,6,0.152,27.7426,0.789861,192.0,1.17,0.148
50,0050.png,25,256,256,33.7312,0.876881,0.2632,91.1858,6,0.2623,27.7426,0.789861,17,0.2611,32.5049,0.862599,192.0,2.11,0.147
50,0050.png,50,256,256,36.1446,0.914602,0.4258,56.367,27,0.4231,34.1794,0.886208,40,0.4253,35.4999,0.906589,192.0,3.41,0.155
50,0050.png,75,256,256,38.0827,0.934523,0.6881,34.8781,65,0.6903,37.1707,0.925145,70,0.6863,37.7671,0.931106,192.0,5.5,0.164
50,0050.png,90,256,256,39.9779,0.952043,1.3184,18.2042,88,1.3292,39.7174,0.948414,89,1.333,39.8512,0.949454,192.0,10.55,0.195
51,0051.png,10,256,256,24.6253,0.692096,0.2661,90.2027,4,0.2705,21.7865,0.597686,8,0.2695,23.9063,0.673504,192.0,2.13,0.158
51,0051.png,25,256,256,26.9877,0.783451,0.5559,43.1702,17,0.5508,26.1307,0.746133,22,0.5581,26.8073,0.779596,192.0,4.45,0.16
51,0051.png,50,256,256,28.7524,0.841894,0.963,24.9234,42,0.9678,28.5122,0.829449,45,0.9548,28.699,0.834579,192.0,7.7,0.174
51,0051.png,75,256,256,30.9211,0.882948,1.5442,15.5423,71,1.5454,30.7168,0.877936,73,1.561,30.9484,0.8825,192.0,12.35,0.197
51,0051.png,90,256,256,33.7844,0.919376,2.641,9.0874,89,2.6558,34.1343,0.921731,89,2.6042,34.1343,0.921731,192.0,21.13,0.229
52,0052.png,10,256,256,24.0881,0.742947,0.4198,57.1639,6,0.421,22.4135,0.668446,9,0.4307,23.8452,0.734242,192.0,3.36,0.16
52,0052.png,25,256,256,27.2192,0.848198,0.8438,28.4419,19,0.8363,26.4236,0.82629,22,0.8372,26.9217,0.840427,192.0,6.75,0.174
52,0052.png,50,256,256,29.5831,0.90064,1.3348,17.9801,43,1.3385,29.1609,0.893487,46,1.3428,29.4466,0.898676,192.0,10.68,0.184
52,0052.png,75,256,256,32.1729,0.93787,1.9796,12.1236,71,1.9713,31.8291,0.934704,73,1.9945,32.0854,0.937464,192.0,15.84,0.209
52,0052.png,90,256,256,35.7575,0.96851,3.1932,7.516,89,3.2336,35.7492,0.968877,89,3.149,35.7492,0.968877,192.0,25.55,0.261
53,0053.png,10,256,256,24.0248,0.76171,0.3767,63.7071,6,0.3925,22.4353,0.676883,9,0.3939,23.7108,0.74725,192.0,3.01,0.184
53,0053.png,25,256,256,26.6643,0.864605,0.7778,30.858,18,0.7671,25.836,0.837406,22,0.7773,26.4296,0.856817,192.0,6.22,0.17
53,0053.png,50,256,256,28.9697,0.912544,1.2365,19.4104,41,1.2314,28.4591,0.904301,45,1.2332,28.7752,0.909539,192.0,9.89,0.187
53,0053.png,75,256,256,32.0425,0.949729,1.8688,12.8426,71,1.8719,31.5021,0.946064,73,1.8842,31.8099,0.948277,192.0,14.95,0.203
53,0053.png,90,256,256,37.0111,0.978938,3.0084,7.9776,89,3.0493,36.5394,0.977009,89,2.9753,36.5394,0.977009,192.0,24.07,0.237
54,0054.png,10,256,256,22.3815,0.809591,0.5909,40.6131,7,0.5988,21.2914,0.760926,9,0.597,22.1176,0.797851,192.0,4.73,0.178
54,0054.png,25,256,256,25.0844,0.888597,1.1499,20.8711,21,1.1646,24.6874,0.878916,23,1.1569,24.9372,0.885608,192.0,9.2,0.185
54,0054.png,50,256,256,27.0312,0.924459,1.751,13.7064,44,1.7605,26.8471,0.92227,46,1.7511,26.9668,0.924015,192.0,14.01,0.211
54,0054.png,75,256,256,28.9344,0.947423,2.5342,9.4705,71,2.5204,28.7734,0.946634,73,2.5474,28.9676,0.948405,192.0,20.27,0.248
54,0054.png,90,256,256,31.4372,0.966426,4.0161,5.9759,88,3.9626,31.6502,0.969158,89,3.9403,31.9823,0.971006,192.0,32.13,0.29
55,0055.png,10,256,256,29.748,0.726421,0.122,196.7064,1,0.213,25.4943,0.455298,6,0.1195,27.9185,0.647037,192.0,0.98,0.16
55,0055.png,25,256,256,33.5324,0.843563,0.3013,79.6548,12,0.3057,30.6883,0.754903,21,0.3068,33.0743,0.828943,192.0,2.41,0.152
55,0055.png,50,256,256,35.7388,0.90082,0.5523,43.4529,34,0.546,34.6067,0.874852,43,0.5469,35.3033,0.891826,192.0,4.42,0.163
55,0055.png,75,256,256,37.6722,0.935813,0.9106,26.3572,68,0.9156,36.983,0.925898,71,0.9048,37.2956,0.930524,192.0,7.28,0.17
55,0055.png,90,256,256,40.4464,0.964984,1.7014,14.1058,89,1.7216,40.0819,0.96178,89,1.6697,40.0819,0.96178,192.0,13.61,0.197
56,0056.png,10,256,256,23.8821,0.827428,0.4668,51.4092,6,0.4823,22.3101,0.765295,8,0.4518,23.2814,0.80576,192.0,3.73,0.156
56,0056.png,25,256,256,26.963,0.904592,0.8807,27.2508,18,0.8866,25.9422,0.884473,22,0.8822,26.6201,0.898771,192.0,7.05,0.168
56,0056.png,50,256,256,29.4931,0.94077,1.3514,17.7594,40,1.3472,28.7672,0.932365,45,1.3529,29.2186,0.937843,192.0,10.81,0.186
56,0056.png,75,256,256,32.1941,0.965185,1.9847,12.0926,70,1.9843,31.6257,0.961569,72,1.9752,31.893,0.963463,192.0,15.88,0.207
56,0056.png,90,256,256,35.7755,0.983308,3.1586,7.5982,88,3.12,35.4134,0.982241,89,3.1282,35.7635,0.983483,192.0,25.27,0.236
57,0057.png,10,256,256,33.9977,0.933694,0.0544,441.1961,3,0.2048,24.8642,0.912202,3,0.085,24.8642,0.912202,192.0,0.44,0.142
57,0057.png,25,256,256,39.4598,0.95812,0.072,333.3752,3,0.2048,24.8642,0.912202,3,0.085,24.8642,0.912202,192.0,0.58,0.141
57,0057.png,50,256,256,43.4181,0.974489,0.1105,217.1264,3,0.2048,24.8642,0.912202,23,0.1107,39.0251,0.957451,192.0,0.88,0.146
57,0057.png,75,256,256,45.8585,0.982146,0.1907,125.8493,3,0.2048,24.8642,0.912202,64,0.1887,44.0825,0.978809,192.0,1.53,0.146
57,0057.png,90,256,256,48.5583,0.987753,0.4579,52.4148,85,0.45,47.1349,0.984561,89,0.4668,47.7622,0.985772,192.0,3.66,0.16
58,0058.png,10,256,256,28.4589,0.824548,0.1731,138.6516,1,0.2262,23.0103,0.716111,7,0.177,26.7606,0.797751,192.0,1.38,0.145
58,0058.png,25,256,256,32.3416,0.904342,0.3293,72.8785,11,0.3247,29.3053,0.846698,20,0.332,31.9984,0.896544,192.0,2.63,0.15
58,0058.png,50,256,256,34.5271,0.934359,0.5244,45.7707,34,0.5253,33.9267,0.924672,42,0.5284,34.6127,0.933633,192.0,4.19,0.161
58,0058.png,75,256,256,36.3912,0.95293,0.8036,29.8643,68,0.8118,36.6262,0.951485,70,0.798,36.8683,0.95303,192.0,6.43,0.17
58,0058.png,90,256,256,38.3932,0.967077,1.4058,17.0722,88,1.4135,39.4742,0.968189,89,1.4207,39.7202,0.96907,192.0,11.25,0.189
59,0059.png,10,256,256,27.0189,0.714567,0.2292,104.6901,3,0.2327,22.9298,0.49595,8,0.2302,26.2934,0.680229,192.0,1.83,0.148
59,0059.png,25,256,256,30.1248,0.833871,0.5272,45.5216,17,0.5312,29.0139,0.794276,22,0.5273,29.8084,0.823398,192.0,4.22,0.162
59,0059.png,50,256,256,32.0993,0.887161,0.8913,26.9261,39,0.8943,31.4817,0.873409,44,0.8885,31.8398,0.88142,192.0,7.13,0.172
59,0059.png,75,256,256,33.8819,0.919589,1.393,17.2289,70,1.3889,33.4999,0.914016,72,1.3822,33.6813,0.916958,192.0,11.14,0.192
59,0059.png,90,256,256,36.3438,0.949411,2.4279,9.8851,89,2.4371,36.1689,0.947915,89,2.3872,36.1689,0.947915,192.0,19.42,0.228
60,0060.png,10,256,256,29.2365,0.827946,0.1327,180.8097,1,0.2145,23.1212,0.742458,6,0.1313,25.851,0.76505,192.0,1.06,0.146
60,0060.png,25,256,256,32.8005,0.890111,0.2581,92.9754,7,0.2535,26.8241,0.791274,18,0.2543,31.694,0.872586,192.0,2.07,0.151
60,0060.png,50,256,256,34.8892,0.917299,0.4204,57.0933,29,0.4181,33.2966,0.898541,41,0.4171,34.395,0.913268,192.0,3.36,0.158
60,0060.png,75,256,256,36.8677,0.936079,0.6882,34.875,67,0.6835,36.1749,0.930467,71,0.6901,36.4878,0.933852,192.0,5.51,0.162
60,0060.png,90,256,256,39.4158,0.955265,1.386,17.3156,88,1.3619,39.1052,0.951532,89,1.3729,39.3704,0.953021,192.0,11.09,0.191
61,0061.png,10,256,256,23.6124,0.789971,0.4707,50.9826,6,0.4674,21.896,0.750653,8,0.4532,22.8824,0.776422,192.0,3.77,0.156
61,0061.png,25,256,256,26.3876,0.872606,0.8477,28.3134,19,0.8387,25.7301,0.854325,22,0.8428,26.1187,0.868934,192.0,6.78,0.17
61,0061.png,50,256,256,28.3547,0.904471,1.2925,18.5681,42,1.2859,27.971,0.899128,45,1.2855,28.2124,0.90231,192.0,10.34,0.184
61,0061.png,75,256,256,30.6589,0.932857,1.8975,12.6481,71,1.9014,30.3597,0.930876,73,1.9169,30.5892,0.933004,192.0,15.18,0.208
61,0061.png,90,256,256,33.7891,0.959022,3.0135,7.9642,88,2.991,33.6316,0.958914,89,2.973,33.9605,0.960976,192.0,24.11,0.237
62,0062.png,10,256,256,26.5398,0.696871,0.2036,117.8793,2,0.2384,21.888,0.545099,7,0.201,25.7187,0.661341,192.0,1.63,0.148
62,0062.png,25,256,256,29.0544,0.7877,0.4414,54.3773,16,0.4353,27.9163,0.746818,21,0.4343,28.6123,0.772077,192.0,3.53,0.162
62,0062.png,50,256,256,30.9872,0.842826,0.7576,31.6778,38,0.7601,30.3267,0.824828,44,0.7581,30.8124,0.83822,192.0,6.06,0.168
62,0062.png,75,256,256,33.2949,0.891123,1.2346,19.4392,70,1.2344,32.7839,0.882503,72,1.2289,33.008,0.886836,192.0,9.88,0.192
62,0062.png,90,256,256,37.3003,0.948961,2.2557,10.6398,89,2.2651,36.947,0.945111,89,2.2229,36.947,0.945111,192.0,18.05,0.307
63,0063.png,10,256,256,20.402,0.769929,0.6851,35.0327,7,0.6815,19.4117,0.714714,9,0.6884,20.227,0.758465,192.0,5.48,0.17
63,0063.png,25,256,256,23.2189,0.870952,1.3211,18.1664,21,1.3247,22.8464,0.861199,23,1.3264,23.1195,0.868802,192.0,10.57,0.188
63,0063.png,50,256,256,25.4234,0.915962,2.0187,11.8891,44,2.0149,25.2586,0.913335,46,2.0111,25.4276,0.916208,192.0,16.15,0.219
63,0063.png,75,256,256,27.7439,0.945872,2.9318,8.186,72,2.9452,27.7422,0.946485,73,2.9404,27.8645,0.947743,192.0,23.45,0.244
63,0063.png,90,256,256,30.486,0.969362,4.5894,5.2295,88,4.5345,30.7725,0.971536,89,4.5129,31.0628,0.973038,192.0,36.71,0.279
64,0064.png,10,256,256,28.8089,0.768053,0.1858,129.188,1,0.2246,23.3198,0.538844,7,0.179,27.5801,0.717135,192.0,1.49,0.15
64,0064.png,25,256,256,31.7608,0.864113,0.3963,60.5647,14,0.3903,30.175,0.817413,21,0.3948,31.3997,0.855609,192.0,3.17,0.158
64,0064.png,50,256,256,33.6376,0.90592,0.661,36.3072,37,0.6617,33.0544,0.894021,44,0.6683,33.4937,0.903442,192.0,5.29,0.169
64,0064.png,75,256,256,34.9897,0.927975,1.0283,23.3397,69,1.0234,34.8141,0.925019,71,1.0217,34.9762,0.927335,192.0,8.23,0.178
64,0064.png,90,256,256,36.6901,0.946985,1.7707,13.5543,88,1.7466,36.9215,0.948161,89,1.761,37.0903,0.949817,192.0,14.17,0.199
65,0065.png,10,256,256,22.6922,0.657272,0.3913,61.3394,6,0.3873,21.3145,0.555265,9,0.402,22.4182,0.638562,192.0,3.13,0.16
65,0065.png,25,256,256,25.0686,0.791983,0.8588,27.9451,19,0.8475,24.4171,0.760797,23,0.8715,24.9,0.784297,192.0,6.87,0.174
65,0065.png,50,256,256,26.989,0.857544,1.4241,16.8533,43,1.4231,26.6228,0.848099,46,1.4253,26.8572,0.854283,192.0,11.39,0.205
65,0065.png,75,256,256,29.4341,0.908435,2.2092,10.8634,72,2.2086,29.1837,0.90456,73,2.2067,29.3211,0.906858,192.0,17.67,0.223
65,0065.png,90,256,256,33.0786,0.95454,3.6556,6.5653,89,3.6613,33.1347,0.954182,89,3.5825,33.1347,0.954182,192.0,29.24,0.258
66,0066.png,10,256,256,24.5398,0.770381,0.3857,62.2177,6,0.3929,22.6511,0.685639,9,0.3972,24.2246,0.75763,192.0,3.09,0.163
66,0066.png,25,256,256,27.522,0.869937,0.7762,30.9181,19,0.7776,26.8009,0.851358,22,0.766,27.2476,0.864338,192.0,6.21,0.176
66,0066.png,50,256,256,29.6289,0.916459,1.2323,19.4755,43,1.2367,29.2915,0.912285,46,1.2377,29.5416,0.916412,192.0,9.86,0.194
66,0066.png,75,256,256,32.0571,0.947156,1.8525,12.9557,71,1.8446,31.7333,0.945356,73,1.8661,31.9675,0.947659,192.0,14.82,0.205
66,0066.png,90,256,256,35.7242,0.971938,3.0244,7.9355,89,3.0706,35.6961,0.973193,89,2.9802,35.6961,0.973193,192.0,24.2,0.233
67,0067.png,10,256,256,26.3821,0.706197,0.1992,120.4983,1,0.2417,22.684,0.623283,7,0.1981,25.555,0.681084,192.0,1.59,0.147
67,0067.png,25,256,256,29.1034,0.771967,0.3968,60.4785,14,0.3914,27.4647,0.734405,21,0.3977,28.8009,0.766119,192.0,3.17,0.158
67,0067.png,50,256,256,31.0897,0.81574,0.6783,35.3826,39,0.6792,30.6191,0.806621,44,0.6743,30.965,0.813509,192.0,5.43,0.164
67,0067.png,75,256,256,32.6123,0.854898,1.1566,20.7502,70,1.1501,32.5588,0.851119,72,1.1422,32.7314,0.854842,192.0,9.25,0.185
67,0067.png,90,256,256,34.8835,0.905235,2.2603,10.6178,89,2.2692,35.4323,0.910002,89,2.1951,35.4323,0.910002,192.0,18.08,0.218
68,0068.png,10,256,256,24.7183,0.6675,0.2948,81.4154,5,0.2937,22.5389,0.492599,8,0.2838,24.0766,0.621836,192.0,2.36,0.153
68,0068.png,25,256,256,27.7039,0.815592,0.6694,35.8537,17,0.673,26.5553,0.773027,22,0.6743,27.3529,0.804882,192.0,5.36,0.168
68,0068.png,50,256,256,29.5064,0.86979,1.0858,22.1032,39,1.0841,28.9335,0.855328,45,1.0923,29.298,0.86477,192.0,8.69,0.181
68,0068.png,75,256,256,31.0662,0.902101,1.6514,14.533,70,1.6399,30.7488,0.896934,72,1.636,30.9078,0.89983,192.0,13.21,0.2
68,0068.png,90,256,256,32.6952,0.929894,2.877,8.3419,89,2.8951,33.3185,0.936344,89,2.8314,33.3185,0.936344,192.0,23.02,0.234
69,0069.png,10,256,256,21.8353,0.733242,0.4488,53.4769,6,0.4355,20.4172,0.65935,9,0.4656,21.6772,0.723141,192.0,3.59,0.163
69,0069.png,25,256,256,23.9789,0.826345,0.8645,27.7631,20,0.8606,23.6058,0.813046,22,0.8551,23.8562,0.8224,192.0,6.92,0.175
69,0069.png,50,256,256,25.6726,0.874723,1.3688,17.5339,43,1.3606,25.5577,0.8717,46,1.3794,25.7583,0.8765,192.0,10.95,0.188
69,0069.png,75,256,256,27.5567,0.911172,2.0798,11.5397,71,2.0654,27.6502,0.911172,73,2.0918,27.8845,0.914215,192.0,16.64,0.211
69,0069.png,90,256,256,30.2235,0.945481,3.4029,7.0528,89,3.4592,30.8747,0.948845,89,3.3531,30.8747,0.948845,192.0,27.22,0.248
70,0070.png,10,256,256,23.982,0.817744,0.3984,60.2422,5,0.3926,21.4325,0.708883,8,0.3854,23.3077,0.787858,192.0,3.19,0.156
70,0070.png,25,256,256,26.7356,0.901541,0.7464,32.1557,18,0.7517,25.8603,0.878441,22,0.7526,26.4827,0.895507,192.0,5.97,0.177
70,0070.png,50,256,256,29.0498,0.938041,1.1549,20.7806,40,1.1471,28.3748,0.929962,45,1.1562,28.7785,0.935369,192.0,9.24,0.183
70,0070.png,75,256,256,31.286,0.960417,1.6991,14.1254,70,1.6946,30.8678,0.956958,72,1.6896,31.1129,0.958975,192.0,13.59,0.193
70,0070.png,90,256,256,34.2687,0.976295,2.7552,8.7106,88,2.7302,34.2877,0.976135,89,2.7272,34.5976,0.977317,192.0,22.04,0.226
71,0071.png,10,256,256,26.8572,0.772122,0.2649,90.5975,4,0.2687,23.0101,0.617285,8,0.2623,26.0955,0.741909,192.0,2.12,0.152
71,0071.png,25,256,256,30.184,0.872088,0.5599,42.8643,17,0.551,29.097,0.843179,22,0.5623,29.929,0.8668,192.0,4.48,0.165
71,0071.png,50,256,256,32.3421,0.916579,0.911,26.3452,40,0.9028,31.8221,0.907901,44,0.9082,32.1485,0.913544,192.0,7.29,0.172
